external_key,legacy_ids,content_type,canonical_title,languages,category_links,title,page_count,duration_minutes,age_range,author,dubbing,illustrator,resolution_status,target_folder
legacy-content-story-kann-ein-lowe-fliegen,500,STORY,Kann ein Löwe fliegen?,und,,Kann ein Löwe fliegen?,22,6,4,Zeynep Çokran,Mylenna Stanizio,Sümeyya Akyol,LIKELY,STORY-story-kann-ein-lowe-fliegen-kann-ein-lowe-fliegen
legacy-content-story-bobs-schwere-wahl,501,STORY,Bobs Schwere Wahl,de,de:Aktivität & Spaß 🥳|de:Familie & Freundschaft 🤗|de:Wettkampf lernen 🥇🏆,Bobs Schwere Wahl,16,4,4,Özgün TellPal Kütüphanesi,Eren Coşan,Şevval Şahin,MATCHED,STORY-story-bobs-schwere-wahl-bobs-schwere-wahl
legacy-content-story-mein-kreuzwortratsel,502,STORY,Mein Kreuzworträtsel,de,de:Familie & Freundschaft 🤗|de:Kinderfavoriten 🙌|de:Problemlöse-Fähigkeiten 🎯,Mein Kreuzworträtsel,20,5,4,Zeynep Çokran,Eren Coşan,Cansu Küçükal,MATCHED,STORY-story-mein-kreuzwortratsel-mein-kreuzwortratsel
legacy-content-story-detektivin-leni,503,STORY,Detektivin Leni,de,de:Aktivität & Spaß 🥳|de:Animierte Geschichten|de:Empathie & Toleranz 💞|de:Unsere lieben Freunde 🐕🐅🐎🐼,Detektivin Leni,20,5,6,Zeynep Çokran,Büşra Lüleci Oldaç,Cansu Küçükal,MATCHED,STORY-story-detektivin-leni-detektivin-leni
legacy-content-story-der-alles-laden,504,STORY,Der Alles-Laden,de,de:Familie & Freundschaft 🤗,Der Alles-Laden,13,4,4,Emine Metin,Ebru Tinçer,Şevval Şahin,MATCHED,STORY-story-der-alles-laden-der-alles-laden
legacy-content-story-emil-will-seinen-brokkoli-teilen,505,STORY,Emil will seinen Brokkoli teilen,de,de:Brandneue Geschichten ⭐|de:Familie & Freundschaft 🤗|de:Magische Wörter 🧙✨🎩,Emil will seinen Brokkoli teilen,22,7,4,Tuğçe Öztürk,Büşra Lüleci Oldaç,Sümeyya Akyol,MATCHED,STORY-story-emil-will-seinen-brokkoli-teilen-emil-will-seinen-brokkoli-teilen
legacy-content-story-flarenko,131|133|303|506,STORY,Flarenko,de|en|pt|tr,de:Familie & Freundschaft 🤗|de:Kinderfavoriten 🙌|de:Natur & Entdeckung 💚🏕️🌿🌲🌳☘️|en:Audio Books 🎧|en:Empathy and Tolerance 💞|en:Family and Friendship 🤗|en:Mothers' Favorites ❤️|en:Our Nature and Life 💚🏕️🌿🌲☘️|pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Família e Amizade 🤗|pt:Histórias em Inglês 🇬🇧|pt:Mais Populares ❤️|pt:Nossa Natureza e Vida|tr:Aile ve Arkadaşlık 🤗|tr:Doğa ve Keşif💚🏕️🌿🌲🌳☘️|tr:Empati ve Hoşgörü 💞|tr:Sesli Kitaplar 🎧|tr:Çocukların Favorileri 🙌|tr:İngilizce Hikayeler 🌎,Flarenko,24,5,4,Zeynep Çokran,Eren Coşan,Cansu Küçükal,MATCHED,STORY-story-flarenko-flarenko
legacy-content-story-pink-gepunktetes-ping-pong,507,STORY,Pink-Gepunktetes Ping-Pong,de,de:Die Favoriten der Eltern ❤️|de:Hallo Sommer 🌞🏄,Pink-Gepunktetes Ping-Pong,19,4,3,Zeynep Çokran,Pelin Aygün,Elif Boyraz,MATCHED,STORY-story-pink-gepunktetes-ping-pong-pink-gepunktetes-ping-pong
legacy-content-story-frage-des-tages,508,STORY,Frage des Tages,de,de:Familie & Freundschaft 🤗|de:Kinderfavoriten 🙌|de:Problemlöse-Fähigkeiten 🎯,Frage des Tages,18,5,4,Özgün TellPal Kütüphanesi,Serkan Korkmaz,Şevval Şahin,MATCHED,STORY-story-frage-des-tages-frage-des-tages
legacy-content-story-die-hartnackigen-schluckauf,509,STORY,Die Hartnäckigen Schluckauf,de,de:Kinderfavoriten 🙌,Die Hartnäckigen Schluckauf,21,5,5,Zeynep Çokran,Serkan Korkmaz,Cansu Küçükal,MATCHED,STORY-story-die-hartnackigen-schluckauf-die-hartnackigen-schluckauf
legacy-content-story-dunkelheit-macht-eigentlich-spass,510,STORY,Dunkelheit macht eigentlich Spaß,de,de:Kinderfavoriten 🙌,Dunkelheit macht eigentlich Spaß,14,3,3,Nida Nur Küçük,Pelin Aygün,Türkü Deniz Malkoç,MATCHED,STORY-story-dunkelheit-macht-eigentlich-spass-dunkelheit-macht-eigentlich-spass
legacy-content-story-stinki-das-stinktier,511,STORY,"Stinki, Das Stinktier",de,de:Die Favoriten der Eltern ❤️|de:Kinderfavoriten 🙌|de:Unsere lieben Freunde 🐕🐅🐎🐼,"Stinki, Das Stinktier",17,6,5,Özgün TellPal Kütüphanesi,Eren Coşan,Türkü Deniz Malkoç,MATCHED,STORY-story-stinki-das-stinktier-stinki-das-stinktier
legacy-content-story-finni-der-kleine-fisch-wo-ist-das-meer,512,STORY,Finni Der Kleine Fisch – Wo Ist Das Meer?,de,de:Kinderfavoriten 🙌,Finni Der Kleine Fisch – Wo Ist Das Meer?,20,5,3,Elif Çiçek,Büşra Lüleci Oldaç,Cansu Küçükal,MATCHED,STORY-story-finni-der-kleine-fisch-wo-ist-das-meer-finni-der-kleine-fisch-wo-ist-das-meer
legacy-content-story-eine-reise-nach-neonova,513,STORY,Eine Reise nach Neonova,de,de:Brandneue Geschichten ⭐|de:Die Favoriten der Eltern ❤️|de:Magische Wörter 🧙✨🎩,Eine Reise nach Neonova,21,9,4,Özgün TellPal Kütüphanesi,Eren Coşan,Kübra Uslular Demir,MATCHED,STORY-story-eine-reise-nach-neonova-eine-reise-nach-neonova
legacy-content-story-trubel-im-baumhaus,514,STORY,Trubel Im Baumhaus,de,de:Die Favoriten der Eltern ❤️|de:Selbstvertrauen & Mut 💪,Trubel Im Baumhaus,24,5,4,Nil Akdoğan,Pelin Aygün,Sümeyya Akyol,MATCHED,STORY-story-trubel-im-baumhaus-trubel-im-baumhaus
legacy-content-story-reise-ins-baumwoll-land,515,STORY,Reise ins Baumwoll-Land,de,de:Die Favoriten der Eltern ❤️,Reise ins Baumwoll-Land,14,4,3,Zeynep Çokran,Eren Coşan,Hilal Yılmaz,MATCHED,STORY-story-reise-ins-baumwoll-land-reise-ins-baumwoll-land
legacy-content-story-petopia,316|516|77,STORY,Petopia,de|en|pt|tr,de:Emotionale Achtsamkeit ✨|de:Gute-Nacht-Geschichten 😴🌙🛏️|en:Adventure Stories 🧭|en:Audio Books 🎧|en:Emotional Awareness ✨|en:Empathy and Tolerance 💞|en:Mothers' Favorites ❤️|en:Our Nature and Life 💚🏕️🌿🌲☘️|en:Sleeping Stories 😴🌙🛏️|pt:Audiolivros 🎧|pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Histórias Para Dormir 😴🌙🛏️|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Petopia,21,5,7,Fajar Niazi,Mücahit Akif Köz,Şevval Şahin,MATCHED,STORY-story-petopia-petopia
legacy-content-story-robot-robby-and-tapsi-on-duty,517,STORY,Robot Robby And Tapsi On Duty,de,de:Die Favoriten der Eltern ❤️|de:Lehrreiche Geschichten 🔮|de:Teilen & Zusammenarbeit 🤝,Robot Robby And Tapsi On Duty,23,7,4,Nida Nur Küçük,Serkan Korkmaz,Elif Boyraz,MATCHED,STORY-story-robot-robby-and-tapsi-on-duty-robot-robby-and-tapsi-on-duty
legacy-content-story-eine-reise-mit-einem-hut,518,STORY,Eine Reise mit einem Hut,de,de:Die Favoriten der Eltern ❤️|de:Familie & Freundschaft 🤗|de:Fantasie & Kreativität 💫|de:Gute-Nacht-Geschichten 😴🌙🛏️|de:Kinderfavoriten 🙌,Eine Reise mit einem Hut,18,5,3,Zeynep Çokran,Ebru Tinçer - Baran Tinçer,Cansu Küçükal,MATCHED,STORY-story-eine-reise-mit-einem-hut-eine-reise-mit-einem-hut
legacy-content-story-emil-der-regenwurm-1-die-reise,519,STORY,Emil der Regenwurm 1 – Die Reise,de,de:Animierte Geschichten|de:Die Regenwurm-Reihe 🐛|de:Kinderfavoriten 🙌|de:Seriengeschichten 🧭,Emil der Regenwurm 1 – Die Reise,15,5,4,Zeynep Çokran,Eren Coşan,Gonca Soner,MATCHED,STORY-story-emil-der-regenwurm-1-die-reise-emil-der-regenwurm-1-die-reise
legacy-content-story-emil-der-regenwurm-2-erster-tag-auf-dem-bauernhof,520,STORY,Emil der Regenwurm 2 – Erster Tag auf dem Bauernhof,de,de:Die Regenwurm-Reihe 🐛|de:Kinderfavoriten 🙌|de:Seriengeschichten 🧭,Emil der Regenwurm 2 – Erster Tag auf dem Bauernhof,20,4,4,Zeynep Çokran,Eren Coşan,Dilan Balcı,MATCHED,STORY-story-emil-der-regenwurm-2-erster-tag-auf-dem-bauernhof-emil-der-regenwurm-2-erster-tag-auf-dem-bauernhof
legacy-content-story-emil-der-regenwurm-3-hallo-leni,521,STORY,Emil der Regenwurm 3 – Hallo Leni,de,de:Die Favoriten der Eltern ❤️|de:Die Regenwurm-Reihe 🐛|de:Seriengeschichten 🧭,Emil der Regenwurm 3 – Hallo Leni,23,5,4,Zeynep Çokran,Eren Coşan,Elif Boyraz,MATCHED,STORY-story-emil-der-regenwurm-3-hallo-leni-emil-der-regenwurm-3-hallo-leni
legacy-content-story-emil-der-regenwurm-4-unterwegs-mit-leni,522,STORY,Emil der Regenwurm 4 – Unterwegs mit Leni,de,de:Die Regenwurm-Reihe 🐛,Emil der Regenwurm 4 – Unterwegs mit Leni,17,5,4,Zeynep Çokran,Eren Coşan,Elif Boyraz,MATCHED,STORY-story-emil-der-regenwurm-4-unterwegs-mit-leni-emil-der-regenwurm-4-unterwegs-mit-leni
legacy-content-story-das-schlaffreie-apartment,523,STORY,Das Schlaffreie Apartment,de,de:Die Favoriten der Eltern ❤️|de:Gute-Nacht-Geschichten 😴🌙🛏️|de:Kinderfavoriten 🙌|de:Natur & Entdeckung 💚🏕️🌿🌲🌳☘️|de:Seriengeschichten 🧭,Das Schlaffreie Apartment,18,5,3,Nida Nur Küçük,Ebru Tinçer,Cansu Küçükal,MATCHED,STORY-story-das-schlaffreie-apartment-das-schlaffreie-apartment
legacy-content-story-kuki-und-barky,524,STORY,Kuki und Barky,de,de:Animierte Geschichten|de:Emotionale Achtsamkeit ✨|de:Familie & Freundschaft 🤗|de:Kinderfavoriten 🙌,Kuki und Barky,10,3,3,Özgün TellPal Kütüphanesi,Ebru Tinçer,Cansu Küçükal,MATCHED,STORY-story-kuki-und-barky-kuki-und-barky
legacy-content-story-die-gegensatze-stadt,525,STORY,Die Gegensätze-Stadt,de,de:Aktivität & Spaß 🥳|de:Brandneue Geschichten ⭐|de:Die Favoriten der Eltern ❤️|de:Kinderfavoriten 🙌|de:Lehrreiche Geschichten 🔮|de:Natur & Entdeckung 💚🏕️🌿🌲🌳☘️,Die Gegensätze-Stadt,21,8,4,Nida Nur Küçük,Ebru Tinçer,Kübra Uslular Demir,MATCHED,STORY-story-die-gegensatze-stadt-die-gegensatze-stadt
legacy-content-story-sternenkleid,526,STORY,Sternenkleid,de,de:Die Favoriten der Eltern ❤️|de:Familie & Freundschaft 🤗|de:Fantasie & Kreativität 💫|de:Wissenschaft 🌱:•.🧪,Sternenkleid,23,6,5,Nida Nur Küçük,Eren Coşan,Cansu Küçükal,MATCHED,STORY-story-sternenkleid-sternenkleid
legacy-content-story-lass-uns-zusammen-traumen,527,STORY,Lass Uns Zusammen Träumen,de,de:Die Favoriten der Eltern ❤️|de:Emotionale Achtsamkeit ✨|de:Gute-Nacht-Geschichten 😴🌙🛏️|de:Kinderfavoriten 🙌,Lass Uns Zusammen Träumen,15,4,4,Nida Nur Küçük,Büşra Lüleci Oldaç,Sümeyya Akyol,MATCHED,STORY-story-lass-uns-zusammen-traumen-lass-uns-zusammen-traumen
legacy-content-meditation-die-magische-blumenwiese-eine-kindermeditation,528,MEDITATION,Die Magische Blumenwiese Eine Kindermeditation,de,de:Meditation 🧘🍃,Die Magische Blumenwiese Eine Kindermeditation,1,6,3,Athena Amhurst,Horieber Oliveira,,MATCHED,MEDITATION-meditation-die-magische-blumenwiese-eine-kindermeditation-die-magische-blumenwiese-eine-kindermeditation
legacy-content-meditation-dein-gute-nacht-stern-eine-einschlafmeditation,529,MEDITATION,Dein Gute-Nacht-Stern – Eine Einschlafmeditation,de,de:Meditation 🧘🍃,Dein Gute-Nacht-Stern – Eine Einschlafmeditation,1,5,3,Athena Amhurst,Lynah Gouveia,,MATCHED,MEDITATION-meditation-dein-gute-nacht-stern-eine-einschlafmeditation-dein-gute-nacht-stern-eine-einschlafmeditation
legacy-content-meditation-mein-allerbester-freund-eine-herz-meditation,530,MEDITATION,Mein allerbester Freund – Eine Herz-Meditation,de,de:Meditation 🧘🍃,Mein allerbester Freund – Eine Herz-Meditation,1,5,3,Athena Amhurst,Horieber Oliveira,,MATCHED,MEDITATION-meditation-mein-allerbester-freund-eine-herz-meditation-mein-allerbester-freund-eine-herz-meditation
legacy-content-story-z-t-giller-kasabas-2,531,STORY,Zıt-Giller Kasabası 2,tr,tr:Yepyeni Hikayeler ⭐,Zıt-Giller Kasabası 2,24,8,4,Nida Nur Küçük,Ebru Tinçer,Kübra Uslular Demir,MATCHED,STORY-story-z-t-giller-kasabas-2-z-t-giller-kasabas-2
